PrescriptionID,PetID,VetID,Diagnosis,Dosage,DateIssued,MedicationID
PR22471,P09962,V1017,Parasitic Infestation,2 times a day for 13 days,2024-12-20,M10002
PR22472,P08525,V1018,Fracture,2 times a day for 11 days,2024-08-28,M10066
PR22473,P09366,V1010,Fracture,2 times a day for 10 days,2024-05-14,M10020
PR22474,P07053,V1027,Nutritional Deficiency,3 times a day for 13 days,2024-02-01,M10000
PR22475,P03610,V1031,Nutritional Deficiency,1 times a day for 7 days,2024-01-06,M10000
PR22476,P02235,V1009,Internal Injury,3 times a day for 11 days,2024-10-25,M10000
PR22477,P02798,V1021,Allergic Dermatitis,3 times a day for 13 days,2024-12-16,M10000
PR22478,P02067,V1021,Parasitic Infestation,2 times a day for 4 days,2025-02-14,M10002
PR22479,P02314,V1033,Mild Infection,3 times a day for 3 days,2024-09-23,M10004
PR22480,P06338,V1040,Fracture,1 times a day for 9 days,2024-01-16,M10026
PR22481,P00420,V1010,Severe Infection,3 times a day for 11 days,2025-01-21,M10002
PR22482,P09293,V1022,Parasitic Infestation,2 times a day for 14 days,2024-03-08,M10002
PR22483,P08637,V1045,Fungal Infection,1 times a day for 3 days,2024-04-19,M10004
PR22484,P06377,V1029,Mild Infection,3 times a day for 14 days,2024-09-15,M10004
PR22485,P05245,V1005,Dental Abscess,3 times a day for 14 days,2024-10-02,M10015
PR22486,P09911,V1022,Fungal Infection,2 times a day for 3 days,2024-04-14,M10004
PR22487,P04098,V1007,Internal Injury,1 times a day for 7 days,2024-08-26,M10082
PR22488,P00734,V1015,Severe Infection,1 times a day for 11 days,2024-11-17,M10002
PR22489,P03439,V1028,Nutritional Deficiency,3 times a day for 11 days,2024-05-21,M10000
PR22490,P07850,V1017,Fungal Infection,3 times a day for 7 days,2024-07-26,M10004
PR22491,P08607,V1022,Nutritional Deficiency,2 times a day for 6 days,2024-12-22,M10000
PR22492,P09024,V1037,Allergic Dermatitis,2 times a day for 14 days,2024-12-10,M10000
PR22493,P09500,V1024,Internal Injury,3 times a day for 6 days,2024-06-27,M10082
PR22494,P05557,V1043,Nutritional Deficiency,2 times a day for 12 days,2024-07-02,M10000
PR22495,P01022,V1017,Fungal Infection,3 times a day for 8 days,2024-09-02,M10004
PR22496,P09001,V1046,Fracture,2 times a day for 9 days,2025-01-07,M10085
PR22497,P08729,V1033,Dental Abscess,1 times a day for 6 days,2024-01-29,M10083
PR22498,P04728,V1013,Fracture,2 times a day for 14 days,2024-08-11,M10015
PR22499,P00814,V1022,Mild Infection,1 times a day for 6 days,2024-11-21,M10004
PR22500,P09736,V1034,Nutritional Deficiency,2 times a day for 11 days,2024-09-30,M10000
PR22501,P06986,V1002,Fracture,1 times a day for 8 days,2024-06-01,M10018
PR22502,P00604,V1047,Mild Infection,2 times a day for 14 days,2024-10-31,M10004
PR22503,P03180,V1027,Fungal Infection,1 times a day for 6 days,2024-04-20,M10004
PR22504,P07902,V1001,Mild Infection,3 times a day for 9 days,2024-02-11,M10004
PR22505,P02117,V1032,Fracture,2 times a day for 9 days,2025-02-10,M10032
PR22506,P04334,V1029,Internal Injury,1 times a day for 14 days,2025-02-01,M10066
PR22507,P01569,V1032,Severe Infection,1 times a day for 7 days,2024-09-30,M10002
PR22508,P05454,V1005,Dental Abscess,2 times a day for 8 days,2024-07-01,M10015
PR22509,P08556,V1024,Severe Infection,1 times a day for 3 days,2024-09-03,M10002
PR22510,P09273,V1008,Severe Infection,1 times a day for 10 days,2025-01-11,M10002
PR22511,P09721,V1045,Allergic Dermatitis,1 times a day for 9 days,2024-03-12,M10000
PR22512,P03681,V1014,Parasitic Infestation,3 times a day for 5 days,2024-09-05,M10002
PR22513,P00235,V1040,Mild Infection,2 times a day for 7 days,2024-03-18,M10004
PR22514,P02293,V1005,Nutritional Deficiency,3 times a day for 5 days,2024-07-04,M10000
PR22515,P00500,V1023,Mild Infection,2 times a day for 3 days,2024-04-03,M10004
PR22516,P03460,V1047,Mild Infection,3 times a day for 11 days,2024-11-10,M10004
PR22517,P02202,V1003,Fracture,2 times a day for 7 days,2024-09-20,M10077
PR22518,P08876,V1014,Fungal Infection,1 times a day for 12 days,2024-06-12,M10004
PR22519,P06443,V1010,Mild Infection,1 times a day for 8 days,2024-12-08,M10004
PR22520,P04791,V1006,Mild Infection,1 times a day for 10 days,2024-05-10,M10004
PR22521,P01616,V1017,Parasitic Infestation,2 times a day for 6 days,2024-09-01,M10002
PR22522,P07981,V1026,Nutritional Deficiency,2 times a day for 12 days,2024-05-17,M10000
PR22523,P08573,V1007,Nutritional Deficiency,1 times a day for 3 days,2024-01-16,M10000
PR22524,P09712,V1025,Mild Infection,1 times a day for 8 days,2025-02-27,M10004
PR22525,P01021,V1006,Mild Infection,1 times a day for 7 days,2024-01-13,M10004
PR22526,P07329,V1026,Nutritional Deficiency,3 times a day for 13 days,2025-01-07,M10000
PR22527,P07042,V1022,Fungal Infection,1 times a day for 8 days,2024-06-27,M10004
PR22528,P00659,V1036,Nutritional Deficiency,3 times a day for 6 days,2025-02-02,M10000
PR22529,P05087,V1013,Fracture,2 times a day for 10 days,2024-07-03,M10077
PR22530,P08010,V1048,Internal Injury,3 times a day for 12 days,2024-01-19,M10077
PR22531,P01021,V1046,Severe Infection,3 times a day for 11 days,2024-11-03,M10002
PR22532,P02633,V1001,Mild Infection,3 times a day for 7 days,2024-11-01,M10004
PR22533,P02657,V1015,Fracture,3 times a day for 14 days,2024-08-15,M10015
PR22534,P09638,V1024,Severe Infection,1 times a day for 12 days,2025-01-29,M10002
PR22535,P05038,V1038,Dental Abscess,3 times a day for 12 days,2024-12-04,M10083
PR22536,P00053,V1012,Internal Injury,1 times a day for 4 days,2024-07-23,M10053
PR22537,P05193,V1034,Dental Abscess,2 times a day for 4 days,2024-09-20,M10002
PR22538,P00604,V1020,Mild Infection,2 times a day for 8 days,2025-01-16,M10004
PR22539,P03041,V1037,Parasitic Infestation,3 times a day for 4 days,2024-10-27,M10002
PR22540,P02345,V1022,Nutritional Deficiency,1 times a day for 10 days,2024-10-08,M10000
PR22541,P01333,V1006,Nutritional Deficiency,1 times a day for 11 days,2024-03-02,M10000
PR22542,P01668,V1041,Parasitic Infestation,1 times a day for 6 days,2024-11-26,M10002
PR22543,P06321,V1005,Tooth Decay,3 times a day for 14 days,2024-12-24,M10015
PR22544,P03615,V1042,Nutritional Deficiency,2 times a day for 4 days,2024-05-12,M10000
PR22545,P05225,V1019,Severe Infection,1 times a day for 8 days,2024-05-21,M10002
PR22546,P04926,V1045,Allergic Dermatitis,1 times a day for 9 days,2024-08-17,M10000
PR22547,P06288,V1024,Internal Injury,1 times a day for 14 days,2024-11-10,M10002
PR22548,P03440,V1017,Allergic Dermatitis,3 times a day for 10 days,2025-02-27,M10000
PR22549,P08411,V1045,Mild Infection,1 times a day for 3 days,2024-01-08,M10004
PR22550,P04642,V1014,Nutritional Deficiency,2 times a day for 4 days,2024-03-01,M10000
PR22551,P07733,V1022,Nutritional Deficiency,1 times a day for 11 days,2024-01-05,M10000
PR22552,P09568,V1042,Severe Gingivitis,3 times a day for 3 days,2024-05-10,M10004
PR22553,P08041,V1044,Fracture,2 times a day for 7 days,2024-01-31,M10058
PR22554,P08781,V1011,Nutritional Deficiency,1 times a day for 11 days,2024-01-29,M10000
PR22555,P03433,V1031,Fungal Infection,2 times a day for 4 days,2024-01-03,M10004
PR22556,P07111,V1014,Nutritional Deficiency,2 times a day for 12 days,2024-04-11,M10000
PR22557,P01253,V1043,Dental Abscess,2 times a day for 14 days,2024-07-05,M10082
PR22558,P07831,V1015,Internal Injury,1 times a day for 7 days,2024-03-31,M10056
PR22559,P02607,V1030,Fracture,2 times a day for 7 days,2025-01-17,M10083
PR22560,P08577,V1018,Severe Infection,2 times a day for 8 days,2024-09-26,M10002
PR22561,P08062,V1048,Severe Infection,2 times a day for 5 days,2024-06-29,M10002
PR22562,P05395,V1023,Fungal Infection,3 times a day for 3 days,2024-12-14,M10004
PR22563,P03918,V1045,Mild Infection,1 times a day for 9 days,2024-12-14,M10004
PR22564,P09515,V1024,Fracture,2 times a day for 6 days,2024-05-07,M10066
PR22565,P08657,V1038,Tooth Decay,1 times a day for 13 days,2024-03-16,M10085
PR22566,P01821,V1037,Allergic Dermatitis,1 times a day for 7 days,2024-06-17,M10000
PR22567,P09952,V1042,Tooth Decay,1 times a day for 6 days,2024-02-08,M10077
PR22568,P02767,V1042,Tooth Decay,1 times a day for 9 days,2024-03-24,M10048
PR22569,P07179,V1034,Mild Infection,3 times a day for 7 days,2024-01-13,M10004
PR22570,P03894,V1025,Mild Infection,2 times a day for 10 days,2024-02-24,M10004
PR22571,P06491,V1031,Nutritional Deficiency,2 times a day for 7 days,2024-12-25,M10000
PR22572,P06104,V1033,Dental Abscess,2 times a day for 9 days,2024-01-06,M10032
PR22573,P05969,V1015,Fracture,2 times a day for 13 days,2025-02-13,M10046
PR22574,P05997,V1037,Allergic Dermatitis,1 times a day for 13 days,2024-11-27,M10000
PR22575,P08558,V1047,Severe Gingivitis,2 times a day for 14 days,2024-12-20,M10004
PR22576,P03644,V1035,Severe Gingivitis,1 times a day for 8 days,2024-01-30,M10004
PR22577,P04193,V1049,Internal Injury,3 times a day for 4 days,2024-02-27,M10058
PR22578,P04344,V1047,Tooth Decay,2 times a day for 12 days,2024-04-25,M10020
PR22579,P06234,V1034,Mild Infection,2 times a day for 4 days,2025-02-13,M10004
PR22580,P05644,V1012,Nutritional Deficiency,3 times a day for 7 days,2024-09-16,M10000
PR22581,P00871,V1015,Internal Injury,3 times a day for 13 days,2024-11-16,M10070
PR22582,P05227,V1002,Severe Infection,2 times a day for 13 days,2024-09-21,M10002
PR22583,P06931,V1001,Parasitic Infestation,3 times a day for 14 days,2024-10-26,M10002
PR22584,P01266,V1018,Nutritional Deficiency,3 times a day for 3 days,2024-08-21,M10000
PR22585,P00484,V1028,Internal Injury,1 times a day for 11 days,2025-01-13,M10066
PR22586,P04895,V1027,Nutritional Deficiency,1 times a day for 11 days,2025-02-24,M10000
PR22587,P05107,V1023,Mild Infection,1 times a day for 12 days,2025-01-06,M10004
PR22588,P09815,V1042,Severe Gingivitis,2 times a day for 5 days,2025-01-30,M10004
PR22589,P02547,V1040,Fracture,3 times a day for 10 days,2025-02-01,M10085
PR22590,P02465,V1026,Severe Infection,3 times a day for 14 days,2024-10-06,M10002
PR22591,P01088,V1030,Internal Injury,1 times a day for 9 days,2024-10-11,M10014
PR22592,P09486,V1039,Fungal Infection,1 times a day for 13 days,2024-06-04,M10004
PR22593,P04676,V1047,Tooth Decay,3 times a day for 14 days,2024-07-16,M10085
PR22594,P03778,V1047,Severe Gingivitis,3 times a day for 9 days,2024-04-19,M10004
PR22595,P09839,V1019,Severe Infection,1 times a day for 14 days,2024-09-29,M10002
PR22596,P05938,V1016,Severe Infection,2 times a day for 5 days,2024-12-21,M10002
PR22597,P05195,V1035,Mild Infection,2 times a day for 12 days,2024-08-29,M10004
PR22598,P03469,V1036,Nutritional Deficiency,3 times a day for 7 days,2024-03-12,M10000
PR22599,P04860,V1027,Fungal Infection,2 times a day for 6 days,2024-08-06,M10004
PR22600,P05902,V1048,Severe Infection,3 times a day for 6 days,2024-12-29,M10002
PR22601,P08659,V1027,Mild Infection,1 times a day for 5 days,2024-10-04,M10004
PR22602,P08007,V1041,Allergic Dermatitis,2 times a day for 9 days,2024-11-03,M10000
PR22603,P03174,V1003,Severe Infection,3 times a day for 6 days,2024-11-27,M10002
PR22604,P02608,V1013,Internal Injury,2 times a day for 12 days,2024-06-28,M10002
PR22605,P03152,V1042,Nutritional Deficiency,2 times a day for 5 days,2024-04-01,M10000
PR22606,P00407,V1013,Internal Injury,2 times a day for 10 days,2024-01-16,M10082
PR22607,P01531,V1017,Nutritional Deficiency,1 times a day for 9 days,2024-04-05,M10000
PR22608,P08538,V1019,Internal Injury,1 times a day for 4 days,2025-02-23,M10000
PR22609,P09806,V1018,Internal Injury,3 times a day for 3 days,2024-06-09,M10038
PR22610,P05881,V1015,Internal Injury,2 times a day for 12 days,2024-03-26,M10082
PR22611,P02602,V1047,Tooth Decay,2 times a day for 8 days,2024-09-02,M10015
PR22612,P02415,V1010,Internal Injury,1 times a day for 11 days,2024-08-05,M10018
PR22613,P05649,V1039,Parasitic Infestation,3 times a day for 10 days,2024-04-21,M10002
PR22614,P05450,V1013,Severe Infection,3 times a day for 13 days,2024-06-29,M10002
PR22615,P09426,V1015,Severe Infection,1 times a day for 10 days,2024-12-26,M10002
PR22616,P00477,V1045,Fungal Infection,3 times a day for 13 days,2024-06-19,M10004
PR22617,P06901,V1027,Nutritional Deficiency,2 times a day for 13 days,2024-01-16,M10000
PR22618,P00579,V1018,Fracture,1 times a day for 12 days,2025-01-21,M10000
PR22619,P06072,V1029,Internal Injury,2 times a day for 9 days,2024-08-16,M10018
PR22620,P08616,V1014,Allergic Dermatitis,1 times a day for 13 days,2024-02-24,M10000
PR22621,P08760,V1048,Severe Infection,3 times a day for 4 days,2024-02-05,M10002
PR22622,P07613,V1008,Fracture,1 times a day for 5 days,2024-05-01,M10067
PR22623,P00987,V1008,Nutritional Deficiency,1 times a day for 7 days,2024-08-20,M10000
PR22624,P05167,V1032,Mild Infection,2 times a day for 4 days,2024-03-19,M10004
PR22625,P04946,V1027,Mild Infection,2 times a day for 9 days,2024-05-08,M10004
PR22626,P00472,V1014,Allergic Dermatitis,1 times a day for 8 days,2024-02-21,M10000
PR22627,P08283,V1004,Severe Gingivitis,3 times a day for 11 days,2025-02-11,M10004
PR22628,P03809,V1042,Mild Infection,1 times a day for 6 days,2024-10-21,M10004
PR22629,P09130,V1021,Fungal Infection,3 times a day for 8 days,2024-08-14,M10004
PR22630,P07940,V1038,Nutritional Deficiency,2 times a day for 4 days,2024-01-10,M10000
PR22631,P07609,V1023,Allergic Dermatitis,1 times a day for 11 days,2024-04-28,M10000
PR22632,P01765,V1026,Severe Infection,1 times a day for 14 days,2024-06-21,M10002
PR22633,P02222,V1023,Mild Infection,1 times a day for 14 days,2024-03-26,M10004
PR22634,P00016,V1046,Internal Injury,3 times a day for 10 days,2024-03-10,M10056
PR22635,P09013,V1003,Severe Infection,1 times a day for 8 days,2024-10-17,M10002
PR22636,P02707,V1013,Internal Injury,3 times a day for 3 days,2024-12-04,M10020
PR22637,P01882,V1035,Dental Abscess,3 times a day for 10 days,2024-11-18,M10038
PR22638,P00173,V1048,Internal Injury,2 times a day for 9 days,2024-08-12,M10078
PR22639,P00983,V1048,Internal Injury,1 times a day for 7 days,2024-09-28,M10015
PR22640,P05639,V1023,Fungal Infection,2 times a day for 7 days,2024-06-14,M10004
PR22641,P02493,V1049,Severe Infection,3 times a day for 7 days,2024-12-14,M10002
PR22642,P03005,V1027,Mild Infection,2 times a day for 9 days,2024-11-20,M10004
PR22643,P01710,V1037,Mild Infection,3 times a day for 3 days,2024-09-29,M10004
PR22644,P04470,V1034,Nutritional Deficiency,2 times a day for 6 days,2024-09-02,M10000
PR22645,P03937,V1010,Mild Infection,1 times a day for 7 days,2024-08-30,M10004
PR22646,P05110,V1012,Internal Injury,1 times a day for 5 days,2025-02-18,M10078
PR22647,P03645,V1006,Allergic Dermatitis,3 times a day for 11 days,2024-08-21,M10000
PR22648,P01033,V1007,Internal Injury,3 times a day for 6 days,2024-01-07,M10064
PR22649,P04548,V1022,Nutritional Deficiency,1 times a day for 3 days,2024-01-10,M10000
PR22650,P06608,V1030,Fracture,1 times a day for 14 days,2024-07-03,M10046
PR22651,P07604,V1028,Severe Infection,1 times a day for 10 days,2024-03-04,M10002
PR22652,P09805,V1011,Internal Injury,2 times a day for 12 days,2024-05-13,M10002
PR22653,P01544,V1016,Fracture,2 times a day for 14 days,2024-04-03,M10066
PR22654,P00134,V1035,Severe Gingivitis,2 times a day for 9 days,2024-10-25,M10004
PR22655,P07306,V1032,Fracture,3 times a day for 11 days,2024-12-12,M10083
PR22656,P08494,V1041,Mild Infection,1 times a day for 6 days,2024-02-21,M10004
PR22657,P04787,V1041,Mild Infection,2 times a day for 12 days,2024-05-25,M10004
PR22658,P08340,V1015,Severe Infection,1 times a day for 12 days,2024-01-05,M10002
PR22659,P08261,V1017,Parasitic Infestation,3 times a day for 7 days,2024-06-26,M10002
PR22660,P03120,V1008,Nutritional Deficiency,3 times a day for 5 days,2024-08-24,M10000
PR22661,P05844,V1020,Severe Infection,1 times a day for 12 days,2024-03-17,M10002
PR22662,P09179,V1034,Mild Infection,2 times a day for 11 days,2024-12-14,M10004
PR22663,P02572,V1005,Mild Infection,1 times a day for 3 days,2024-03-16,M10004
PR22664,P04650,V1036,Fracture,1 times a day for 5 days,2024-07-06,M10046
PR22665,P09020,V1002,Internal Injury,1 times a day for 10 days,2024-11-15,M10083
PR22666,P04030,V1006,Fungal Infection,3 times a day for 8 days,2024-08-04,M10004
PR22667,P09777,V1020,Mild Infection,2 times a day for 3 days,2024-01-24,M10004
PR22668,P01319,V1023,Mild Infection,2 times a day for 14 days,2024-06-13,M10004
PR22669,P02345,V1025,Severe Infection,1 times a day for 13 days,2024-03-06,M10002
PR22670,P00271,V1022,Parasitic Infestation,1 times a day for 9 days,2024-09-28,M10002
PR22671,P09736,V1038,Mild Infection,3 times a day for 3 days,2024-11-02,M10004
PR22672,P01739,V1025,Fracture,2 times a day for 9 days,2025-01-04,M10020
PR22673,P08362,V1027,Nutritional Deficiency,1 times a day for 6 days,2024-02-09,M10000
PR22674,P09959,V1034,Nutritional Deficiency,2 times a day for 3 days,2024-01-07,M10000
PR22675,P01759,V1001,Mild Infection,1 times a day for 3 days,2024-05-07,M10004
PR22676,P02593,V1005,Tooth Decay,3 times a day for 6 days,2025-02-14,M10002
PR22677,P04977,V1035,Tooth Decay,3 times a day for 10 days,2025-01-17,M10014
PR22678,P01083,V1041,Mild Infection,1 times a day for 8 days,2024-08-10,M10004
PR22679,P02881,V1026,Severe Infection,1 times a day for 8 days,2025-01-13,M10002
PR22680,P09892,V1026,Fracture,1 times a day for 8 days,2024-06-29,M10077
PR22681,P09836,V1041,Allergic Dermatitis,1 times a day for 11 days,2024-09-27,M10000
PR22682,P06626,V1023,Mild Infection,3 times a day for 12 days,2024-07-29,M10004
PR22683,P09689,V1046,Fracture,3 times a day for 14 days,2024-01-15,M10058
PR22684,P04899,V1015,Fracture,2 times a day for 9 days,2024-05-20,M10064
PR22685,P02548,V1029,Severe Infection,1 times a day for 11 days,2024-04-06,M10002
PR22686,P08726,V1004,Dental Abscess,3 times a day for 8 days,2025-01-09,M10014
PR22687,P00224,V1022,Parasitic Infestation,2 times a day for 6 days,2024-11-13,M10002
PR22688,P04856,V1010,Fracture,1 times a day for 10 days,2025-02-09,M10046
PR22689,P01113,V1016,Fracture,2 times a day for 7 days,2025-01-22,M10053
PR22690,P08144,V1032,Fracture,1 times a day for 11 days,2024-01-08,M10002
PR22691,P04372,V1003,Fracture,1 times a day for 4 days,2024-05-20,M10015
PR22692,P08844,V1045,Fungal Infection,2 times a day for 10 days,2024-12-19,M10004
PR22693,P04062,V1014,Mild Infection,2 times a day for 13 days,2024-10-04,M10004
PR22694,P05807,V1006,Fungal Infection,2 times a day for 9 days,2024-11-01,M10004
PR22695,P08716,V1039,Parasitic Infestation,2 times a day for 13 days,2024-06-17,M10002
PR22696,P09388,V1028,Fracture,2 times a day for 7 days,2024-07-08,M10032
PR22697,P07062,V1030,Fracture,3 times a day for 10 days,2024-02-25,M10032
PR22698,P06383,V1045,Fungal Infection,2 times a day for 13 days,2024-05-08,M10004
PR22699,P06975,V1040,Severe Infection,2 times a day for 10 days,2024-10-30,M10002
PR22700,P09582,V1031,Allergic Dermatitis,3 times a day for 11 days,2024-02-27,M10000
PR22701,P02414,V1021,Allergic Dermatitis,3 times a day for 3 days,2024-09-16,M10000
PR22702,P06259,V1034,Tooth Decay,2 times a day for 7 days,2024-04-30,M10056
